	latitude	longitude	landmarks	street	known_addresses	keywords
0	47.663495	9.173372	['Konstanz', 'Pizzeria La Grotta', 'Parkhaus Altstadt', 'Amtsgericht Konstanz', 'Constance Regional Court', 'Sprachendienst Konstanz', 'Heribert Rohrer', 'Wolfgang Steinhauser', 'Familienhilfe e.V.', 'Leone Tattoo', 'ETL AG Wirtschaftsprüfungsgesellschaft', 'Internationales Bankhaus Bodensee AG', 'Rechtsanwälte Rohrer & Kollegen', 'Andreas Hennemann', 'Michael Bauer; Coaching und Training', 'tuja.yoga, Gesundheitspraxis', 'tuja.yoga, Yoga & Shiatsu, Tuja Caroline Wolff', 'Andrea Rebmann Krankengymnastik-Praxis', 'Rechtsanwälte Kleiner, Henzler + Kiessling', 'Altstadt']	['Konstan', 'Untere Laube', 'Wallgutstraße', 'Torgasse', 'Katzgasse', 'Altstad']	['Konstanz', 'Untere Laube 33, Konstanz', 'Untere Laube 26, Konstanz', 'Untere Laube 12, Konstanz', 'Untere Laube 27, Konstanz', 'Wallgutstraße 3, Konstanz', 'Untere Laube 29, Konstanz', 'Torgasse 14, Konstanz', 'Katzgasse 6, Konstanz', 'Katzgasse 15, Konstanz', 'Untere Laube 16, Konstanz', 'Untere Laube 16, Konstanz', 'Untere Laube 29, Konstanz', 'Untere Laube 29, Konstanz', 'Katzgasse 6, Konstanz', 'Untere Laube 10, Konstanz', 'Untere Laube 10, Konstanz', 'Untere Laube 10, Konstanz', 'Untere Laube 10, Konstanz', 'Altstadt']	['locality', 'political', 'restaurant', 'food', 'point_of_interest', 'establishment', 'parking', 'courthouse', 'school', 'lawyer', 'store', 'accounting', 'finance', 'bank', 'gym', 'health', 'physiotherapist', 'sublocality_level_1', 'sublocality']
1	47.66349494937616	9.176780363832297	['Konstanz', 'DOM Konstanz | Restaurant · Café · Bar', 'Job Center district of Konstanz', 'Rambagh Palace', 'Girardelli Immobilien u. Projektmanagement', 'Neher Butz Plus GmbH', 'Katharina und Frank Peters Praxis für Physiotherapie', 'Ingo gemeinnützige Gesellschaft mbH', 'Stromlinie', 'Bildungszentrum Konstanz', 'PC-Senioren-Club-Konstanz', 'Susanne Hübschle Elterncoaching Konstanz', 'Friseur Hairlich Hassan', 'Kolpingchor Konstanz', 'Katholisches Jugendbüro Konstanz', 'MK Competence | Hypno-Coaching-Institut | Marcus Klimek', 'Architektur Studio 2', 'Zimmerbühne Konstanz', 'medienakzent', 'Altstadt']	['Konstan', 'Brückengasse', 'Konzilstraße', 'Theatergasse', 'Münsterplatz', 'Hofhalde', 'German', 'Sankt-Johann-Gasse', 'Wessenbergstraße', 'Altstad']	['Konstanz', 'Brückengasse 1, Konstanz', 'Konzilstraße 9, Konstanz', 'Brückengasse 1, Konstanz', 'Theatergasse 4, Konstanz', 'Münsterplatz 11, Konstanz', 'Münsterplatz 13, Konstanz', 'Münsterplatz 13, Konstanz', 'Theatergasse 1, Konstanz', 'Münsterplatz 11, Konstanz', 'Hofhalde 10A, Konstanz', 'Münsterplatz 9, Konstanz', 'Theatergasse 8, Konstanz', 'Germany', 'Hofhalde 10a, Konstanz', 'Münsterplatz 7, Konstanz', 'Münsterplatz 7, Konstanz', 'Sankt-Johann-Gasse 2, Konstanz', 'Wessenbergstraße 32, Konstanz', 'Altstadt']	['locality', 'political', 'cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment', 'meal_takeaway', 'real_estate_agency', 'finance', 'general_contractor', 'physiotherapist', 'health', 'school', 'home_goods_store', 'store', 'hair_care', 'sublocality_level_1', 'sublocality']
2	47.663494898752326	9.180188727661298	['Konstanz', 'Konzertmuschel, Stadtgarten Konstanz', 'Seerestaurant', 'Voliere Konstanz', 'Harbalik‘s', 'Altstadt']	['Konstan', 'Stadtgarten', 'Auf der Insel', 'Stadtgarten, Konstan', 'Altstad']	['Konstanz', 'Stadtgarten 1, Konstanz', 'Auf der Insel 1, Konstanz', 'Stadtgarten, Konstanz', 'Auf der Insel 1, Konstanz', 'Altstadt']	['locality', 'political', 'point_of_interest', 'establishment', 'restaurant', 'food', 'zoo', 'sublocality_level_1', 'sublocality']
3	47.661192505273426	9.173372	['Konstanz', 'Hotel Graf Zeppelin', 'Romantik Hotel Barbarossa', 'dm-drogerie markt', 'Pinocchio', 'Sitara', 'Das voglhaus cafe und kaufhaus', 'Frau Dr. Genoveva Weis', 'Permanen—Akzente GmbH', 'OSIANDER Konstanz', 'HypoVereinsbank Konstanz', 'Douglas Konstanz Kanzleistraße', 'ALEXANDER HEITZ', 'ad new cosmetics * ad Beauty GmbH * Ihr Experte für dauerhafte Haarentfernung in Konstanz', 'AXA Gäng & Dreis OHG Gäng & Dreis OHG', 'Frau Barbara Böttcher', 'Trauringstudio Inh. Nicole Süss', 'Bettina Ritter', 'Ditsch', 'Altstadt']	['Konstan', 'Sankt-Stephans-Platz', 'Obermarkt', 'Kanzleistraße', 'Untere Laube', 'Paradiesstraße', 'Wessenbergstraße', 'Obere Laube', 'Altstad']	['Konstanz', 'Sankt-Stephans-Platz 15, Konstanz', 'Obermarkt 8-12, Konstanz', 'Kanzleistraße 11, Konstanz', 'Untere Laube 47, Konstanz', 'Paradiesstraße 7, Konstanz', 'Wessenbergstraße 8, Konstanz', 'Obere Laube 51, Konstanz', 'Paradiesstraße 9, Konstanz', 'Kanzleistraße 5, Konstanz', 'Sankt-Stephans-Platz 5, Konstanz', 'Kanzleistraße 20, Konstanz', 'Kanzleistraße 12, Konstanz', 'Paradiesstraße 1, Konstanz', 'Wessenbergstraße 13, Konstanz', 'Wessenbergstraße 8, Konstanz', 'Wessenbergstraße 4, Konstanz', 'Wessenbergstraße 13, Konstanz', 'Kanzleistraße 26, Konstanz', 'Altstadt']	['locality', 'political', 'lodging', 'point_of_interest', 'establishment', 'restaurant', 'food', 'drugstore', 'grocery_or_supermarket', 'clothing_store', 'store', 'health', 'cafe', 'dentist', 'beauty_salon', 'book_store', 'movie_rental', 'bank', 'atm', 'finance', 'pharmacy', 'hair_care', 'insurance_agency', 'jewelry_store', 'physiotherapist', 'bakery', 'sublocality_level_1', 'sublocality']
4	47.661192454653644	9.176780213965497	"['Konstanz', 'Jack Wolfskin Store', 'Konzil', 'Dr. med. Tina Keller Tina', 'Postbank Filiale', 'La Piazza Konstanz', 'Don Alfredo', 'Seekuh', 'Brasserie Chez Léon', 'Südwestdeutsche Philharmonie', 'More & More', ""Frau Dr. rer. nat. Karla D'Aloisio"", 'Roland Baumgärtner', 'Frau Dr. med. Ines-Maria Schonauer', 'K2 Kosmetik GmbH', 'TINKL SCHMUCK ...... Lilla Visy & Ulrich Tinkl', 'BDA Kreisgruppe Bodensee', 'Stefan Johannes Bleicher', 'Dr. med. Jan Enslin', 'Altstadt']"	['Konstan', 'Marktstätte', 'Hafenstraße', 'Fischmarkt', 'Hofhalde', 'Konzilstraße', 'Zollernstraße', 'Salmannsweilergasse', 'Münzgasse', 'Altstad']	['Konstanz', 'Marktstätte 18, Konstanz', 'Hafenstraße 2, Konstanz', 'Fischmarkt 15, Konstanz', 'Marktstätte 4, Konstanz', 'Marktstätte 2, Konstanz', 'Hofhalde 7, Konstanz', 'Konzilstraße 1, Konstanz', 'Zollernstraße 1, Konstanz', 'Fischmarkt 2, Konstanz', 'Marktstätte 6, Konstanz', 'Salmannsweilergasse 6, Konstanz', 'Münzgasse 3, Konstanz', 'Zollernstraße 4, Konstanz', 'Fischmarkt 15/17, Konstanz', 'Zollernstraße 15, Konstanz', 'Zollernstraße 4, Konstanz', 'Salmannsweilergasse 1, Konstanz', 'Fischmarkt 15, Konstanz', 'Altstadt']	['locality', 'political', 'shoe_store', 'clothing_store', 'point_of_interest', 'store', 'establishment', 'restaurant', 'food', 'doctor', 'health', 'bank', 'atm', 'finance', 'bar', 'beauty_salon', 'jewelry_store', 'sublocality_level_1', 'sublocality']
5	47.661192404033855	9.180188427927698	"['Konstanz', ""Rosie's Pavillon am See"", 'Marc Fluck boat rentals', 'Historische Fähre Konstanz', 'Anlegestelle Möve', 'Graf-Zeppelin-Denkmal', 'Konstanz', 'Official-Selfiepoint Konzilgebäude Konstanz', 'Imperia', 'Dreidimensionaler Stadtplan Konstanz', 'Altstadt']"	['Konstan', 'Im, Stadtgarten', 'Konzil, Konstan', 'Hafenstraße, Konstan', 'Hafenstraße', 'German', 'Altstad']	['Konstanz', 'Im, Stadtgarten 1, Konstanz', 'Konzil, Konstanz', 'Hafenstraße, Konstanz', 'Hafenstraße 6, Konstanz', 'Konstanz', 'Germany', 'Konstanz', 'Hafenstraße, Konstanz', 'Konstanz', 'Altstadt']	['locality', 'political', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment', 'transit_station', 'landmark', 'sublocality_level_1', 'sublocality']
6	47.65889000961833	9.173372	['Konstanz', 'Stadthotel', 'Il Boccone', 'Hotel Augustiner Tor', 'Lichtblick-Fotofachgeschäft', 'Hexenküche', 'EDEKA BAUR', 'Telekom Shop', 'San Martino by Jochen Fecht | Michelin Sterne Restaurant und Bar', 'DAK-Gesundheit Servicezentrum Konstanz', 'NEW YORKER', 'Dr. med. Thomas Gesenhues', 'Techniker Krankenkasse (TK)', 'Herr Dr. med. Michael Amann', 'Nails', 'GALERIA Konstanz', 'Beauty Lounge Konstanz', 'Mode Forum', 'Atrium Kosmetik', 'Altstadt']	['Konstan', 'Bruderturmgasse', 'Bodanstraße', 'Augustinerplatz', 'Rosgartenstraße', 'Obere Augustinergasse', 'Neugasse', 'Hussenstraße', 'Altstad']	['Konstanz', 'Bruderturmgasse 2, Konstanz', 'Bodanstraße 20-26, Konstanz', 'Bodanstraße 18, Konstanz', 'Augustinerplatz 11, Konstanz', 'Bodanstraße 30, Konstanz', 'Bodanstraße 20-26, Konstanz', 'Rosgartenstraße 26, Konstanz', 'Bruderturmgasse 3, Konstanz', 'Rosgartenstraße 24/26, Konstanz', 'Obere Augustinergasse 12, Konstanz', 'Rosgartenstraße 14, Konstanz', 'Obere Augustinergasse 9, Konstanz', 'Rosgartenstraße 14, Konstanz', 'Neugasse 19, Konstanz', 'Hussenstraße 23, Konstanz', 'Rosgartenstraße 24-26, Konstanz', 'Rosgartenstraße 27, Konstanz', 'Bruderturmgasse 3, Konstanz', 'Altstadt']	['locality', 'political', 'lodging', 'point_of_interest', 'establishment', 'restaurant', 'food', 'electronics_store', 'home_goods_store', 'store', 'supermarket', 'grocery_or_supermarket', 'insurance_agency', 'health', 'clothing_store', 'doctor', 'beauty_salon', 'department_store', 'spa', 'hair_care', 'sublocality_level_1', 'sublocality']
7	47.6588899590026	9.176780064117361	"['Konstanz', 'Hotel Gästehaus Centro', 'Hotel VIVA SKY', 'Hotel Halm', 'Beate Uhse', 'City-Hotel Konstanz', 'SBB GmbH', 'Hafenhalle', 'Deutsche Bank Filiale', 'Sparkasse Bodensee - Main Office', 'B + B Parkhaus GmbH & Co.KG', ""McDonald's"", 'PIMKIE', 'Architekturbüro BauWerkStadt', 'Brasserie Ignaz', 'Tourist-Information Konstanz', ""Heiner's Driving School Konstanz"", 'Konstanz', 'CorrelAid', 'Altstadt']"	['Konstan', 'Bahnhofplatz', 'Sigismundstraße', 'Bahnhofstraße', 'Hafenstraße', 'Marktstätte', 'Bodanstr. Ecke, Bahnhofstraße', 'Altstad']	['Konstanz', 'Bahnhofplatz 4, Konstanz', 'Sigismundstraße 19, Konstanz', 'Bahnhofplatz 6, Konstanz', 'Bahnhofstraße 3, Konstanz', 'Bahnhofstraße 10, Konstanz', 'Hafenstraße 10, Konstanz', 'Hafenstraße 10, Konstanz', 'Bahnhofstraße 1, Konstanz', 'Marktstätte 1, Konstanz', 'Sigismundstraße 9, Konstanz', 'Bahnhofplatz 4, Konstanz', 'Bodanstr. Ecke, Bahnhofstraße 1, Konstanz', 'Bahnhofstraße 3, Konstanz', 'Bahnhofplatz 6, Konstanz', 'Bahnhofplatz 43, Konstanz', 'Bahnhofplatz 43, Konstanz', 'Konstanz', 'Bahnhofplatz 10, Konstanz', 'Altstadt']	['locality', 'political', 'lodging', 'cafe', 'food', 'point_of_interest', 'establishment', 'clothing_store', 'store', 'bar', 'restaurant', 'bank', 'atm', 'finance', 'parking', 'shoe_store', 'travel_agency', 'transit_station', 'train_station', 'sublocality_level_1', 'sublocality']
8	47.65888990838688	9.180188128231428	['Konstanz', 'Yachthafen Konstanz', 'Anlegestelle', 'Konstanz Hafen', 'Altstadt']	['Konstan', 'Hafenstraße', 'German', 'Altstad']	['Konstanz', 'Konstanz', 'Hafenstraße 10, Konstanz', 'Germany', 'Altstadt']	['locality', 'political', 'point_of_interest', 'establishment', 'transit_station', 'sublocality_level_1', 'sublocality']
9	47.65658751303471	9.173372	['Konstanz', 'Steinbildhauer Reiner Steck', 'Uwe Szepan', 'Krümelkiste e.V.', 'Weintastik', 'Immobilien Konstanz', 'Biotop Naturkost Konstanz & Paket-Lieferadresse', 'Ruth Frenk Gesangspädagogin', 'Heidi Horn', 'Schönheits-Insel', 'KS Concept (Stadelhofen ), Lieferadresse und Postdienste', 'Pretty Woman Fashion GmbH', 'Heike Jakobs - Permanent Make-up, -Korrektur u. Auffrischung, Gutachterin PMU', 'Tourist-Information Konstanz', 'Hairdresser Gisela B', 'Alt-Katholisches Pfarramt', 'Peter und Andrea Czerner Dance Akademie Czerner', 'Annick Schmuckdesign GmbH, Designer Prof. h.c. Michael Zobel', 'Narrengesellschaft Die Fürstenbergler e.V.', 'Altstadt']	['Konstan', 'Zogelmannstraße', 'Hüetlinstraße', 'Kreuzlinger Straße', 'Otto-Raggenbass-Straße', 'Altstad']	['Konstanz', 'Zogelmannstraße 19, Konstanz', 'Hüetlinstraße 18, Konstanz', 'Kreuzlinger Straße 37, Konstanz', 'Hüetlinstraße 37, Konstanz', 'Hüetlinstraße 37, Konstanz', 'Hüetlinstraße 32, Konstanz', 'Hüetlinstraße 19, Konstanz', 'Kreuzlinger Straße 60, Konstanz', 'Kreuzlinger Straße 45B, Konstanz', 'Hüetlinstraße 10, Konstanz', 'Zogelmannstraße 15, Konstanz', 'Hüetlinstraße 17, Konstanz', 'Otto-Raggenbass-Straße 13, Konstanz', 'Kreuzlinger Straße 33, Konstanz', 'Otto-Raggenbass-Straße 11, Konstanz', 'Kreuzlinger Straße 54, Konstanz', 'Kreuzlinger Straße 50, Konstanz', 'Hüetlinstraße 6, Konstanz', 'Altstadt']	['locality', 'political', 'point_of_interest', 'establishment', 'liquor_store', 'food', 'store', 'real_estate_agency', 'health', 'beauty_salon', 'post_office', 'finance', 'clothing_store', 'shoe_store', 'lodging', 'hair_care', 'church', 'place_of_worship', 'jewelry_store', 'sublocality_level_1', 'sublocality']
